# sc	tc	usage_score	pinyin(optional)
# Project-maintained fiction entity layer.
# Use this file for fictional character names, fiction titles,
# fictional organizations, artifacts, and other story-specific named entities that should remain
# separate from everyday/chat phrase seeds and general proper nouns.
苏星河	蘇星河	0.52	suxinghe

# fiction/proper entity additions 2026-06-18: reviewed import from D:/words.txt
小艾	小艾	0.48	xiaoai
尼克劳斯	尼克勞斯	0.46	nikelaosi
二雅	二雅	0.48
星光科技	星光科技	0.46	xingguangkeji
智梦	智夢	0.48
水韵	水韻	0.48
耀辉	耀輝	0.48
小荤	小葷	0.48	xiaohun
华瑞	華瑞	0.48
纯真卫士	純真衛士	0.46
雾鹿传媒	霧鹿傳媒	0.46	wuluchuanmei
语熙	語熙	0.48	yuxi
沈姐	沈姐	0.48	shenjie
顾行长	顧行長	0.48	guhangzhang
何助理	何助理	0.48	hezhuli
玄光	玄光	0.48
玄光量子	玄光量子	0.46
凝零素	凝零素	0.48	ninglingsu
小涵	小涵	0.48
华银理财	華銀理財	0.46

# BEGIN words_new_import_2026_07_07
# Imported from D:/_/words_new.txt on 2026-07-07; bucket=fiction; reviewed by rule-based classifier.
江明	江明	0.44
蒋正寒	蔣正寒	0.48
夏林希	夏林希	0.48
张怀武	張懷武	0.48
顾晓曼	顧曉曼	0.48
陈亦川	陳亦川	0.48
赵宁成	趙寧成	0.48
方强	方強	0.44
老夏	老夏	0.44
夏安琪	夏安琪	0.48
孟之行	孟之行	0.48
秦越	秦越	0.44
成霜	成霜	0.44
冯天俊	馮天俊	0.48
杜永元	杜永元	0.48
周云飞	周雲飛	0.48
钱辰	錢辰	0.44
老钱	老錢	0.44
小辰	小辰	0.44
辰哥	辰哥	0.44
蒋大神	蔣大神	0.48
楚秋妍	楚秋妍	0.48
徐智礼	徐智禮	0.48
李莎莎	李莎莎	0.48
沈文悦	沈文悅	0.48
庄菲	莊菲	0.44
魏华	魏華	0.44
谢平川	謝平川	0.48
曹主管	曹主管	0.48
柯小玉	柯小玉	0.48
严子明	嚴子明	0.48
吴经理	吳經理	0.48
李夫人	李夫人	0.48
老杨	老楊	0.44
杨志贵	楊志貴	0.48
卫董	衛董	0.44
杨威	楊威	0.44
楚楚	楚楚	0.44
秦氏	秦氏	0.44
何阳	何陽	0.44
张叔叔	張叔叔	0.48
何颖	何穎	0.44
阿舅	阿舅	0.44
黎家	黎家	0.44
儒木	儒木	0.44
老关	老關	0.44
夏总	夏總	0.44
阿章	阿章	0.44
王小川	王小川	0.48
小胖	小胖	0.44
海飞	海飛	0.44
佳佳	佳佳	0.44
珠珠	珠珠	0.44
阿霞	阿霞	0.44
陈然	陳然	0.44
美娜	美娜	0.44
陆明远	陸明遠	0.48
苏乔	蘇喬	0.44
江修齐	江修齊	0.48
小乔	小喬	0.44
乔凡尼	喬凡尼	0.48
陈贺	陳賀	0.44
宋佳琪	宋佳琪	0.48
苏展	蘇展	0.44
沈曼	沈曼	0.44
贺安柏	賀安柏	0.48
陆沉	陸沉	0.44
顾宁诚	顧寧誠	0.48
叶姝	葉姝	0.44
苏景山	蘇景山	0.48
袁腾	袁騰	0.44
周扬	周揚	0.44
周茜萍	周茜萍	0.48
叶绍华	葉紹華	0.48
关靖	關靖	0.44
吴良	吳良	0.44
赵冰淼	趙冰淼	0.48
苏澈	蘇澈	0.44
程烈	程烈	0.44
戚倩	戚倩	0.44
冯霏	馮霏	0.44
陆甜甜	陸甜甜	0.48
陈雅	陳雅	0.44
温如玉	溫如玉	0.48
周杨	周楊	0.44
陆浔美	陸潯美	0.48
# END words_new_import_2026_07_07

# BEGIN words_new_import_2026_07_09
# Imported from D:/_/words_new.txt on 2026-07-09; reviewed by rule-based classifier.
林知夏	林知夏	0.44
江逾白	江逾白	0.44
林泽秋	林澤秋	0.44
聂天清	聶天清	0.44
柳行简	柳行簡	0.44
吴西倩	吳西倩	0.44
周步峰	周步峰	0.44
董孙奇	董孫奇	0.44
甘姝丽	甘姝麗	0.44
江绍祺	江紹祺	0.44
唐乐琴	唐樂琴	0.44
韩大伟	韓大偉	0.44
沈昭华	沈昭華	0.44
傅立叶	傅立葉	0.44
李莲英	李蓮英	0.44
魏荣杰	魏榮傑	0.44
孙尚香	孫尚香	0.44
温极限	溫極限	0.44
林富贵	林富貴	0.44
张立雄	張立雄	0.44
沈负暄	沈負暄	0.44
金百慧	金百慧	0.44
关注度	關注度	0.44
马蜂窝	馬蜂窩	0.44
温庭筠	溫庭筠	0.44
小王子	小王子	0.44
汤婷婷	湯婷婷	0.44
小马过河	小馬過河	0.40
沈校长	沈校長	0.44
戚夫人	戚夫人	0.44
杜存康	杜存康	0.44
韩国队	韓國隊	0.44
小金库	小金庫	0.44
柯壮志	柯壯志	0.44
黄花梨	黃花梨	0.44
卫生所	衛生所	0.44
严重化	嚴重化	0.44
彭科夫	彭科夫	0.44
杨术文	楊術文	0.44
花瓣扣	花瓣扣	0.44
金属片	金屬片	0.44
黄玉霄	黃玉霄	0.44
水果店	水果店	0.44
王宝钏	王寶钏	0.44
薛平贵	薛平貴	0.44
俞伯牙	俞伯牙	0.44
贺尚卿	賀尚卿	0.44
王自焕	王自煥	0.44
金属管	金屬管	0.44
老黄牛	老黃牛	0.44
韦若星	韋若星	0.44
水晶鞋	水晶鞋	0.44
神仙姐姐	神仙姐姐	0.40
赵格菲	趙格菲	0.44
皮凉鞋	皮涼鞋	0.44
尹秀恩	尹秀恩	0.44
孙大卫	孫大衛	0.44
苗丹怡	苗丹怡	0.44
李梓睿	李梓睿	0.44
吴品妍	吳品妍	0.44
马普所	馬普所	0.44
马克斯	馬克斯	0.44
水位线	水位線	0.44
金刚经	金剛經	0.44
安家费	安家費	0.44
凤凰酥	鳳凰酥	0.44
金花茶	金花茶	0.44
孟连思	孟連思	0.44
方怡雯	方怡雯	0.44
江浙菜	江浙菜	0.44
江绍枫	江紹楓	0.44
关洵美	關洵美	0.44
何远骞	何遠騫	0.44
小马仔	小馬仔	0.44
知心姐姐	知心姐姐	0.40
陈诗涵	陳詩涵	0.44
林长缨	林長纓	0.44
毕业季	畢業季	0.44
# END words_new_import_2026_07_09

# BEGIN words_source_import_2026_07_10 (reviewed fiction character)
苗秀丽	苗秀麗	0.42	miaoxiuli
叶晨曦	葉晨曦	0.42	yechenxi
陈虹	陳虹	0.42	chenhong
林冰萱	林冰萱	0.42	linbingxuan
王雨轩	王雨軒	0.42	wangyuxuan
雨轩	雨軒	0.42	yuxuan
姜罚	姜罰	0.42	jiangfa
李红娇	李紅嬌	0.42	lihongjiao
楚杏儿	楚杏兒	0.42	chuxinger
陆媚儿	陸媚兒	0.42	lumeier
王小宝	王小寶	0.42	wangxiaobao
莫心怡	莫心怡	0.42	moxinyi
蕙彤	蕙彤	0.42	huitong
尤美	尤美	0.42	youmei
莫雨	莫雨	0.42	moyu
杜倩心	杜倩心	0.42	duqianxin
刘克帆	劉克帆	0.42	liukefan
宇东	宇東	0.42	yudong
# END words_source_import_2026_07_10
